Code	Type	Pr	Num	Suf	Firm	Rasp	R1	R2	Rez	Mar	St	PS	Prim	DateMake	code_status	Izm	Reason
983	vsv		429		"ООО ""Никкос"""	расп	Ладожский вокзал	Озерки	ежедневно	Гранитная улица - Заневский проспект - проспект Косыгина - Янино - Колтуши - Разметелево - Мяглово - Новая Пустошь - Озерки	88	ПАЗ-3204-02, ЛиАЗ-5256	<BR>от СПб:<BR>Янино - 37р.<BR>Янино-2 - 42р.<BR> Колтуши - 53р.<BR>Аро - 57р.<BR>Разметелево - 66р.<BR>Мяглово - 68р.<BR>Новая Пустошь -70р.<BR><BR>от Заневки:<BR>Янино - 16р.<BR>МПБО - 20р.<BR>Суоранда - 22р.<BR>Янино-2 - 26р.<BR>Колтуши - 33р.<BR>Аро - 40р.<BR>Разметелево - 42р.<BR>Мяглово - 44р.<BR>Новая Пустошь -46р.<BR>Озерки - 50р.<BR><BR>от Янино:<BR>МПБО - 16р.<BR>Суоранда - 20р.<BR>Янино-2 - 24р.<BR>Колтуши - 28р.<BR>Аро - 37р.<BR>Разметелево - 40р.<BR>Мяглово - 42р.<BR>Новая Пустошь - 44р.<BR>Озерки - 46р.<BR><BR>от МПБО:<BR>Суоранда - 15р.<BR>Янино-2 - 20р.<BR>Колтуши - 26р.<BR><BR>от Суоранды:<BR>Янино-2 - 18р.<BR>Колтуши - 24р.<BR>Аро - 35р.<BR>Разметелево - 37р.<BR>Мяглово - 40р.<BR>Новая Пустошь - 42р.<BR>Озерки - 44р.<BR><BR>от Янино-2:<BR>Старая - 20р.<BR>Колтуши - 22р.<BR>Аро - 33р.<BR>Разметелево - 35р.<BR>Мяглово - 37р.<BR>Новая Пустошь - 42р.<BR>Озерки - 44р.<BR><BR>от Старой:<BR>Колтуши - 22р.<BR>Аро - 26р.<BR>Разметелево - 31р.<BR>Мяглово - 33р.<BR>Новая Пустошь - 35р.<BR>Озерки - 40р.<BR><BR>от ПМК-6:<BR>Аро - 22р.<BR>Разметелево - 24р.<BR>Мяглово - 31р.<BR>Новая Пустошь - 33р.<BR>Озерки - 37р.<BR><BR>от Аро:<BR>Разметелево - 18р.<BR>Мяглово - 26р.<BR>Новая Пустошь - 28р.<BR>Озерки - 35р.<BR><BR>от Разметелево:<BR>Мяглово - 22р.<BR>Новая Пустошь - 24р.<BR>Озерки - 26р.<BR>от Мяглово:<BR>Новая Пустошь - 18р.<BR>Озерки - 24р.<BR><BR>по СПб - 30р.	27.06.2016	2	-	-
1043	vsv		674		"ООО ""Экспресс-Авто"""	расп	станция метро Парнас	Токсово	ежедневно	улица Михаила Дудина /пос. Парголово/ - (обратно: улица Фёдора Абрамова /пос. Парголово/ - улица Николая Рубцова /пос. Парголово/ - улица Валерия Гаврилина /пос. Парголово/ - Заречная улица /пос. Парголово/ - улица Михаила Дудина /пос. Парголово/) - проспект Энгельса - МЕГА-Парнас - Бугры - Корабсельки - Энколово - Капитолово - Энколово - Кузьмоловский - Токсово	55	ПАЗ-3204-12, ПАЗ-4234	"также Fiat Ducato и ПАЗ-3204-02 ИП Кюриев А.В. и частные Hyundai County<BR>от СПб:<BR>ТК ""МЕГА"" - 30р.<BR>Корабсельки, Бугры - 35р.<BR>Энколово - 40р.<BR>Охта-Парк, Капитолово - 45р. <BR>Кузьмоловский - 50р.<BR><BR>от МЕГА-Парнас:<BR>Корабсельки - 30р.<BR>Энколово - 35р.<BR>Охта-Парк, Капитолово - 40р.<BR>Кузьмоловский - 45р.<BR>Токсово - 50р.<BR><BR>от Корабсельки:<BR>Энколово - 30р.<BR>Капитолово, Кузьмоловский - 35р.<BR>Токсово - 45р.<BR><BR>от Энколово:<BR>Капитолово, Кузьмоловский - 30р.<BR>Токсово - 40р.<BR><BR>от Капитолово:<BR>Кузьмоловский - 35р.<BR>Токсово - 45р.<BR><BR>Кузьмоловский - Токсово - 35р."	27.06.2016	2	-	-
1055	vsv	К-	462	р	"ООО ""Автоалдис"""	расп	Ладожский вокзал	Рахья	ежедневно	Гранитная улица - Заневский проспект - проспект Косыгина - улица Коммуны - Рябовское шоссе - (обратно: Ржевская улица - улица Красина /Пороховые/ - улица Коммуны) - Всеволожск - Романовка - Углово - Проба - Рахья	102	IVECO Daily	<BR>по СПб - 35р.<BR>СПб - Всеволожск - 65р.<BR>СПб - Романовка - 72р.<BR>СПб - Углово - 79р.<BR>Всеволожск - Романовка - 28р.<BR>Всеволожск - Углово - 42р.<BR>Всеволожск - Рахья - 64р.<BR>Романовка - Рахья - 44р.<BR>Углово - Рахья - 22р.<BR>Проба - Рахья - 20р.	27.06.2016	2	-	-
1069	vsv		622		"МТП ""Грузино"""	расп	станция метро Девяткино	Всеволожск, вокзал	по будним дням	Мурино - Муринская дорога - Челябинская улица - Ржевская улица - улица Красина /Пороховые/ - Андреевская улица - Рябовское шоссе - (обратно: Ржевская улица) - Всеволожск	70	ПАЗ-4234	"<BR>ст. м. ""Девяткино"" - дер. Новая - 16р.<BR>ст. м. ""Девяткино"" - дер. Рыбацкое - 25р.<BR>ст. м. ""Девяткино"" - Ржевка - 40р."	27.06.2016	2	-	-
1070	vsv		625		"МТП ""Грузино"""	расп	Сертолово	Всеволожск, вокзал	по будним дням	Сертолово - Выборгское шоссе /пос. Парголово/ - Приозерское шоссе /Осиновая Роща/ - Юкковское шоссе /Осиновая Роща/ - Юкки - Порошкино - Корабельки - Энколово - Кузьмоловcкий - Новое Девяткино - Мурино - Муринская дорога - Васнецовский проспект - Челябинская улица - Ржевская улица - улица Красина /Пороховые/ - Андреевская улица - Рябовское шоссе - (обратно: Ржевская улица) - Всеволожск	70	ПАЗ-4234	"<BR>ст. м. ""Девяткино"" - дер. Новая - 16р.<BR>ст. м. ""Девяткино"" - дер. Рыбацкое - 25р.<BR>ст. м. ""Девяткино"" - Ржевка - 40р."	27.06.2016	2	-	-
1105	vsv	К-	492		"ООО ""Никкос"""	инт	станция метро Улица Дыбенко	деревня Старая, Верхняя улица	ежедневно	улица Дыбенко - Кудрово - Новосергиевка - Колтуши - Старая	44	Peugeot Boxer	"<BR>также работают нелегальные Hyundai Starex, Mercedes Sprinter и Соболь на участке ст. м. ""Улица Дыбенко"" - мкр. ""Новый Оккервиль"""	27.06.2016	2	-	-
1122	vsv	К-	430	а	"ООО ""Автоалдис"" + ОАО ""Третий Парк"""	инт	Ладожский вокзал	Всеволожск, Василеозёрская улица	ежедневно	Гранитная улица - Заневский проспект - проспект Косыгина - улица Передовиков - Ириновский проспект - Рябовское шоссе - (обратно: Ржевская улица - улица Красина /Пороховые/ - улица Коммуны) - Всеволожск	65	IVECO Daily, Volkswagen Crafter (БТД)	<BR>по СПб - 35р.<BR>по Всеволожску - 35р.	27.06.2016	2	-	-
1154	vsv	К-	491		"ООО ""Никкос"""	расп	станция метро Улица Дыбенко	"Кудрово, ТК ""МЕГА""-Дыбенко"	ежедневно	улица Дыбенко - Кудрово - МЕГА-Дыбенко	30	Peugeot Boxer	-	27.06.2016	2	-	-
1179	vsv		777		-	инт	станция метро Улица Дыбенко	"Кудрово, ЖК ""7 столиц"""	ежедневно	улица Дыбенко - Кудрово	30	Ford Transit, Hyundai Starex, Mercedes Sprinter, Opel Movano, Соболь		27.06.2016	2	-	-
1184	vsv		999		-	инт	станция метро Улица Дыбенко	"Кудрово, ЖК ""Австрийский квартал"""	ежедневно	проспект Большевиков - улица Подвойского - Товарищеский проспект - улица Дыбенко - Кудрово - (обратно: Кудровский проезд - проспект Большевиков)	30	Соболь		27.06.2016	2	-	-
1202	vsv	К-	494		Север-транс	инт	станция метро Девяткино	станция метро Парнас	ежедневно	проспект Авиаторов Балтики /пос.Мурино/ - дорога в Мурино - 1-й Верхний переулок - Верхняя улица - Домостроительная улица - 3-й Верхний переулок - улица Михаила Дудина /пос. Парголово/	40	Peugeot Boxer, ГАЗель Некст		27.06.2016	2	-	-
1203	vsv	К-	679		ИП Мельник Э.И.	расп	станция метро Девяткино	Сарженка	ежедневно	проспект Авиаторов Балтики /пос.Мурино/ - дорога в Мурино - Бугры - МЕГА-Парнас - Порошкино - Юкки - Юкковское шоссе /Осиновая Роща/ - Приозерское шоссе /Осиновая Роща/ - Дранишники - Лупполово - Вартемяги - Касимово - Агалатово - Сарженка	70	Fiat Ducato, Peugeot Boxer	"ст.м. ""Девяткино"" - ТК ""МЕГА-Парнас"" - 30р."	27.06.2016	2	-	-
2700	vsv		1		ООО Экспресс-Авто	инт	станция метро Девяткино	Оборонная ул.	-	Вокзальная ул. - Центральная ул. - Заречная ул. - Оборонная ул.		-		27.06.2016	2	-	-
2701	vsv	К-	680		ИП Мельник Э.И.	расп	станция метро Девяткино	Сярьги	ежедневно	проспект Авиаторов Балтики /пос.Мурино/ - дорога в Мурино - Бугры - МЕГА-Парнас - Порошкино - Мистолово - Энколово - Сярьги	55	Fiat Ducato, Peugeot Boxer		27.06.2016	2	-	-
2702	vsv		2		ООО Экспресс-Авто	расп	станция метро Девяткино	Лаврики	-	Вокзальная ул. - Центральная ул. - Английская ул. - дор. в Лаврики - Лаврики		ПАЗ-3204-02		27.06.2016	2	-	-
2703	vsv		4		"ООО ""Авас"""	расп	пл. Всеволожская	"Микрорайон ""Южный"""	-	Всеволожский пр. - Октябрьский пр. - Колтушское шоссе - Аэропортовская ул. - Южная ул. - Невская ул.	25	ПАЗ-4234		27.06.2016	2	-	-
2704	vsv		4	к	"ООО ""Авас"""	инт	пл. Всеволожская	"Микрорайон ""Южный"""	-	Всеволожский пр. - Взлётная ул. - Аэропортовская ул. - Южная ул. - Невская ул.	25	ПАЗ-3204-02		27.06.2016	2	-	-
2705	vsv		5		"ООО ""Авас"""	расп	пл. Всеволожская	пл. Всеволожская	-	Всеволожский пр. - Колтушское шоссе - Ленинградская ул. - Александровская ул. - (обратно: ул.Плоткина)	25	ПАЗ-3204-02		27.06.2016	2	-	-
